Property Id,Property Name,Address 1,City,Postal Code,Province,Primary Property Type - Self Selected,Number of Buildings,Year Built,Property GFA - Self-Reported (m²),ENERGY STAR Score,Site Energy Use (GJ),Weather Normalized Site Energy Use (GJ),Site EUI (GJ/m²),Weather Normalized Site EUI (GJ/m²),Source Energy Use (GJ),Weather Normalized Source Energy Use (GJ),Source EUI (GJ/m²),Weather Normalized Source EUI (GJ/m²),Total GHG Emissions (Metric Tons CO2e),Total GHG Emissions Intensity (kgCO2e/m²),Direct GHG Emissions (Metric Tons CO2e),Direct GHG Emissions Intensity (kgCO2e/m²),Electricity Use - Grid Purchase (kWh),Natural Gas Use (GJ),District Hot Water Use (GJ),Electricity Use – Generated from Onsite Renewable Systems (kWh),Green Power - Onsite and Offsite (kWh),Avoided Emissions - Onsite and Offsite Green Power (Metric Tons CO2e),Year Ending,Unique ID
9499354,Shouldice Arena,1515 Home Rd NW,Calgary,T3B 5K9,Alberta,Ice/Curling Rink,1,1970,"2,185.50",27,"4,475.80","4,170.30",2.05,1.91,"5,808.60","5,443.50",2.66,2.49,416.3,190.5,160.2,73.3,"376,655.30","3,119.90",,,,,2019,2019-9499354
9504074,Stu Peppard Arena,5320 19 St SW,Calgary,T3E 1P1,Alberta,Ice/Curling Rink,1,1963,"3,145",2,"8,278.80","8,016.60",2.63,2.55,"10,910.70","10,596.20",3.47,3.37,794.2,252.5,287.3,91.3,"745,397.60","5,595.50",,,,,2019,2019-9504074
9552446,Canyon Meadows Aquatic & Fitness Centre,89 Canova Rd SW,Calgary,T2W 6G3,Alberta,Fitness Center/Health Club/Gym,1,1963,"1,953.10",,"10,749.70","10,636.10",5.5,5.45,"13,080.80","12,966.10",6.7,6.64,873.9,447.5,431.8,221.1,"650,202.70","8,409.10",,,,,2019,2019-9552446
9552651,Glenmore Aquatic Centre,5330 19 St SW,Calgary,T3E 1P2,Alberta,Heated Swimming Pool,1,1972,"1,462.80",,"9,002.60","8,878.60",6.15,6.07,"11,082.50","10,957.30",7.58,7.49,750.4,513,354.7,242.5,"581,848.50","6,908.10",,,,,2019,2019-9552651
9563574,Killarney Aquatic and Recreation Centre,1919 29 St SW,Calgary,T3E 2J7,Alberta,Fitness Center/Health Club/Gym,1,1964,"2,892.90",,"11,836.50","11,649",4.09,4.03,"14,809.30","14,619.90",5.12,5.05,"1,021.10",353,453.5,156.8,"834,638.10","8,832",,,,,2019,2019-9563574
9563763,Renfrew Aquatic and Recreation Centre,810 13 Av NE,Calgary,T2E 8A1,Alberta,Fitness Center/Health Club/Gym,1,1969,"2,034.80",,"10,735.80","10,523.70",5.28,5.17,"13,255.40","13,041.20",6.51,6.41,900.5,442.6,420.9,206.8,"705,361.60","8,196.60",,,,,2019,2019-9563763
9565753,Shouldice Aquatic Centre,5303 Bowness Rd NW,Calgary,T3B 1C5,Alberta,Fitness Center/Health Club/Gym,1,1970,"1,549.80",,"8,020.20","7,930.50",5.17,5.12,"9,818.70","9,728.10",6.34,6.28,660.6,426.3,319,205.8,"502,444.70","6,211.50",,,,,2019,2019-9565753
9569163,Forest Lawn Building,3810 17 AV SE,Calgary,T2A 0S4,Alberta,Office,1,1979,"1,189.50",65,"1,212","1,182.40",1.02,0.99,"1,631.10","1,601.20",1.37,1.35,121.2,101.9,40.2,33.8,"118,997.20",783.7,,,,,2019,2019-9569163
9578055,East Calgary WMF Building S and T,3030 68 St SE,Calgary,T2B 0M5,Alberta,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",2,2014,"9,891.10",,"22,142.80","21,287.60",2.24,2.15,"24,879.10","24,015.40",2.52,2.43,"1,501.10",151.8,"1,001.10",101.2,"735,381.10","19,495.50",,,,,2019,2019-9578055
9586833,Sarcee Administration Building,"5831 Richmond Road, SW",Calgary,T3H 3P8,Alberta,Office,1,2018,"3,762",85,"3,166.10","3,095.30",0.84,0.82,"4,463.70","4,392.20",1.19,1.17,336.5,89.4,84.4,22.4,"370,718.40","1,643.50",,,,,2019,2019-9586833
9588693,Stanley Park Office,350 42 AV SW,Calgary,T3C 1Y3,Alberta,Office,1,1976,229.5,1,981,941.5,4.27,4.1,"1,101.70","1,059.70",4.8,4.62,66.4,289.5,44.4,193.4,"32,430.30",864.2,,,,,2019,2019-9588693
9588819,Roads District 5 Garage and Office,2539 33 AV SW,Calgary,T3E 7H5,Alberta,Mixed Use Property,1,1954,"2,072",,"1,158.40","1,107",0.56,0.53,"1,306.90","1,255",0.63,0.61,79.3,38.3,52.1,25.1,"40,035.80","1,014.30",,,,,2019,2019-9588819
9589240,Roads District 7 Admin Building,5603 24 ST SE,Calgary,T2C 0B4,Alberta,Office,1,1972,922,,"2,146.40","2,058.30",2.33,2.23,"2,713.10","2,616.50",2.94,2.84,189.2,205.2,80.7,87.6,"159,426.90","1,572.50",,,,,2019,2019-9589240
9589255,Shaganappi Tri-Services Building,3415 8 AV SW,Calgary,T3C 0E8,Alberta,Social/Meeting Hall,1,1970,"2,391",,"3,629.10","3,541.10",1.52,1.48,"4,443.60","4,354.70",1.86,1.82,299,125.1,144.3,60.3,"227,535.40","2,810",,,,,2019,2019-9589255
9601552,Spring Gardens Building G,840 32 AV NE,Calgary,T2E 4J7,Alberta,Self-Storage Facility,1,1982,"4,761.50",15,"6,048.10","5,848.20",1.27,1.23,"7,777.90","7,576",1.63,1.59,552.3,116,220.3,46.3,"488,132.90","4,290.90",,,,,2019,2019-9601552
9601861,Whitehorn Multi-Services Centre,3705 35 St NE,Calgary,T1Y 6C2,Alberta,Non-Refrigerated Warehouse,1,1982,"22,684",68,"16,730.30","16,482.80",0.74,0.73,"26,062.50","25,812.50",1.15,1.14,"2,109.50",93,284.1,12.5,"2,684,387","5,532.70",,,,,2019,2019-9601861
9619682,EMS #3,1807 MACLEOD TR SE,Calgary,T2G 2N9,Alberta,Fire Station,1,1912,"1,508.10",,"2,200.40","2,163.60",1.46,1.43,"2,954.20","2,917",1.96,1.93,218.9,145.2,73.4,48.7,"213,979","1,430.10",,,,,2019,2019-9619682
9637753,Manchester Building U,677 25 AV SE,Calgary,T2G 4K8,Alberta,Office,1,1992,"3,783.30",49,"5,289.40","5,199.70",1.4,1.37,"6,809.70","6,715.70",1.8,1.78,484.1,127.9,192.3,50.8,"429,061.50","3,744.90",,,,,2019,2019-9637753
9639310,Fire Station #2,1010 10 AV SW,Calgary,T2R 1M4,Alberta,Fire Station,1,1975,"1,669.90",,"2,252.10","2,179.70",1.35,1.31,"2,852.60","2,779.50",1.71,1.66,199.3,119.4,84.4,50.5,"169,011","1,643.70",,,,,2019,2019-9639310
9640461,Fire Station #4,1991 18 AV NE,Calgary,T2E 8E1,Alberta,Fire Station,1,2003,"1,385.40",,"2,180.50","2,087",1.57,1.51,"2,733.40","2,636.40",1.97,1.9,188.9,136.3,83.3,60.1,"155,315.90","1,621.40",,,,,2019,2019-9640461
9642577,Fire Station #5,3129 14 ST SW,Calgary,T2T 3V8,Alberta,Fire Station,1,2012,"2,110.40",,"1,980.40","1,924.40",0.94,0.91,"2,687.60","2,631.10",1.27,1.25,200.4,95,63.7,30.2,"201,039.20","1,241.30",,,,,2019,2019-9642577
9649332,Fire Station #7,2708 4 ST NW,Calgary,T2M 3A3,Alberta,Fire Station,1,2016,"1,895.20",,"1,953.90","1,885.60",1.03,0.99,"2,399.40","2,323.20",1.27,1.23,157,82.9,72.1,38.1,"124,846.30","1,404.80",,,,,2019,2019-9649332
9662776,Fire Station #8,1720 45 ST SW,Calgary,T3C 2C3,Alberta,Fire Station,1,1979,"1,132.70",,"1,223.40","1,185.70",1.08,1.05,"1,599.70","1,561.60",1.41,1.38,115.5,102,43.1,38.1,"106,453.20",840.2,,,,,2019,2019-9662776
9664992,Fire Station #9,2515 78 AV SE,Calgary,T2C 3B7,Alberta,Fire Station,1,1978,"1,072.20",,"1,337.30","1,267.40",1.25,1.18,"1,772.90","1,700",1.65,1.59,129.8,121.1,45.8,42.8,"123,484.20",892.7,,,,,2019,2019-9664992
9769634,Fire Station #11,5506 4 ST SW,Calgary,T3E 1P1,Alberta,Fire Station,1,2014,"2,319.50",,"2,264.90","2,209.70",0.98,0.95,"2,984.90","2,929.10",1.29,1.26,217.3,93.7,78.6,33.9,"203,899.80","1,530.90",,,,,2019,2019-9769634
9787562,Fire Station #12,123 44 ST SE,Calgary,T2A 3E2,Alberta,Fire Station,1,1973,971.9,,"1,376.90","1,329.80",1.42,1.37,"1,870.80","1,823.20",1.92,1.88,140.2,144.3,44.8,46,"140,395.50",871.5,,,,,2019,2019-9787562
9846129,Fire Station #14,9840 Horton Rd SW,Calgary,T2V 5H5,Alberta,Fire Station,1,1989,963.3,,"1,133.60","1,086.20",1.18,1.13,"1,491.90","1,444",1.55,1.5,108.4,112.6,39.5,41,"101,445.50",768.4,,,,,2019,2019-9846129
9848101,Fire Station #15,6328 35 AV NW,Calgary,T3B 1S4,Alberta,Fire Station,1,1961,793.1,,747.1,724.7,0.94,0.91,"1,038.50","1,014.40",1.31,1.28,79.5,100.2,23,29,"83,023.90",448.2,,,,,2019,2019-9848101
9959373,Fire Station #16,4124 11 ST SE,Calgary,T2G 3H2,Alberta,Fire Station,1,1988,"4,111",,"4,536.10","4,410.10",1.1,1.07,"6,024.90","5,897.70",1.47,1.43,441.9,107.5,154.9,37.7,"422,072.80","3,016.70",,,,,2019,2019-9959373
9988886,Fire Station #17,3740 32 AV NW,Calgary,T2N 1N8,Alberta,Fire Station,1,1970,978.6,,"1,827.90","1,768.40",1.87,1.81,"2,222.20","2,162",2.27,2.21,148.3,151.5,73.5,75.1,"109,934.20","1,432.20",,,,,2019,2019-9988886
9997794,Fire Station #18,415 68 Ave NW,Calgary,T2K 5J6,Alberta,Fire Station,1,1975,"1,057.10",,"1,095.80","1,043.40",1.04,0.99,"1,429.90","1,377.10",1.35,1.3,103.1,97.5,38.8,36.7,"94,505.40",755.6,,,,,2019,2019-9997794
10002717,Fire Station #10,1909 16 AV NW,Calgary,T2M 4V8,Alberta,Fire Station,1,1996,"1,758.80",,"1,352.20","1,302.90",0.77,0.74,"1,802.60","1,752.70",1.02,1,132.7,75.4,45.8,26.1,"127,724.20",892.5,,,,,2019,2019-10002717
10154586,Corporate Warehouse,2340 22 ST NE,Calgary,T2E 8L9,Alberta,Non-Refrigerated Warehouse,1,1985,"10,640",81,"7,693.40","7,477.40",0.72,0.7,"9,212.30","8,972.90",0.87,0.84,586.5,55.1,299.1,28.1,"422,654.30","5,823.90",,,,,2019,2019-10154586
10170296,Emergency Operations Centre,673 1 ST NE,Calgary,T2E6R2,Alberta,Office,1,2012,"5,213.20",1,"17,850.60","17,797.70",3.42,3.41,"33,310.90","33,257.40",6.39,6.38,"3,129.20",600.3,90.6,17.4,"4,468,527.80","1,764.60",,,,,2019,2019-10170296
10176477,Manchester Building A,651B 25 AV SE,Calgary,T2G 4K8,Alberta,Non-Refrigerated Warehouse,1,1975,"5,663",85,"5,902.60","5,633.70",1.04,0.99,"7,308.80","7,037.30",1.29,1.24,498.1,88,230.3,40.7,"393,927.40","4,484.50",,,,,2019,2019-10176477
10176804,Acadia Aquatic & Fitness Centre,9009 Fairmount Dr SE,Calgary,T2H 0Z4,Alberta,Heated Swimming Pool,1,2010,"1,838",,"7,639.20","7,519.70",4.16,4.09,"9,177.80","9,057.10",4.99,4.93,604,328.6,313.2,170.4,"427,558.50","6,100.10",,,,,2019,2019-10176804
10260523,Fire Station #19,13807 Parkland Blvd SE,Calgary,T2J 6X3,Alberta,Fire Station,1,1975,"1,066.20",,"1,319","1,252.40",1.24,1.17,"1,699.40","1,632.10",1.59,1.53,120.9,113.4,47.9,44.9,"107,384.80",932.4,,,,,2019,2019-10260523
10263307,Fire Station #20,2800 PEACEKEEPERS WY SW,Calgary,T3E 7B2,Alberta,Fire Station,1,1977,"1,101.10",,"1,343.40","1,284.90",1.22,1.17,"1,790.90","1,726.70",1.63,1.57,131.8,119.7,45.5,41.3,"126,922",886.5,,,,,2019,2019-10263307
10265387,Fire Station #21,209 Silvergrove Dr NW,Calgary,T3B 5A4,Alberta,Fire Station,1,1977,"1,095.20",,"1,399.60","1,337.30",1.28,1.22,"2,048.70","1,985.80",1.87,1.81,163.8,149.6,37.5,34.3,"185,705.40",731.1,,,,,2019,2019-10265387
10277262,Fire Station #22,7199 Temple Dr NE,Calgary,T1Y 4Z4,Alberta,Fire Station,1,1979,"1,104.60",,"1,428.20","1,354.80",1.29,1.23,"1,843.30","1,769.10",1.67,1.6,131.1,118.6,51.3,46.5,"117,221.90",999.9,,,,,2019,2019-10277262
10287290,Fire Station #23,2727 26 AV SE,Calgary,T1Y 4Z4,Alberta,Fire Station,1,1950,"1,112.10",,"1,418.40","1,347.90",1.28,1.21,"1,824.60","1,753.30",1.64,1.58,129.6,116.5,51.7,46.4,"114,605.10","1,005.90",,,,,2019,2019-10287290
10417704,Beltline Aquatic & Fitness Centre,221 12 Av SW,Calgary,T2R 0G9,Alberta,Fitness Center/Health Club/Gym,1,1988,"1,806.50",,"5,232.10","5,125.30",2.9,2.84,"6,455.70","6,347.80",3.57,3.51,438.3,242.6,205.4,113.7,"342,504.60","3,999.10",,,,,2019,2019-10417704
10417915,Inglewood Aquatic Centre,1525 17 Av SW,Calgary,T2G 1J9,Alberta,Other - Recreation,1,1966,"1,418.40",,"5,795.70","5,726.40",4.09,4.04,"6,931.40","6,861.40",4.89,4.84,453.6,319.8,239.4,168.8,"315,138.40","4,661.30",,,,,2019,2019-10417915
10417930,Stoney Transit Facility,1921 128 Ave NE,Calgary,T3K 0S5,Alberta,Distribution Center,1,2018,"44,228.30",10,"74,469","74,469",1.68,1.68,"80,858.40","80,858.40",1.83,1.83,"4,641.20",104.9,"3,518.80",79.6,"1,650,567.60","68,527.20",,,,,2019,2019-10417930
10439156,Bowmont Civic Building,5000 Bowness Civic Building,Calgary,T3B 0B9,Alberta,Office,1,1974,832,65,834.6,809,1,0.97,"1,074","1,046",1.29,1.26,76.3,91.7,30.4,36.5,"67,568.80",591.3,,,,,2019,2019-10439156
10439375,Fire Station #42,275 Tuscany Way NW,Calgary,T3L 2Y8,Alberta,Fire Station,1,2018,"1,459.30",,"1,868.80","1,868.80",1.28,1.28,"2,432.60","2,432.60",1.67,1.67,171.1,117.3,62.6,42.9,"159,615.70","1,219",,,,,2019,2019-10439375
10531101,Fire Station #34,16 Royal Vista Way NW,Calgary,T3R 0N2,Alberta,Fire Station,1,2015,"2,257.90",,"4,691","4,449.90",2.08,1.97,"5,676","5,432.50",2.51,2.41,376.7,166.8,190.2,84.2,"274,313.80","3,703.50",,,,,2019,2019-10531101
10536854,Fire Station #37,2511 Eversyde Ave SW,Calgary,T2Y 5G9,Alberta,Fire Station,1,2013,"1,668.40",,"2,800.50","2,742.80",1.68,1.64,"3,669.10","3,610.80",2.2,2.16,265.5,159.1,98.4,59,"245,804.80","1,915.60",,,,,2019,2019-10536854
10536957,Ralph Klein Park Interpretative Centre,12350 84 St SE,Calgary,T3S 0A4,Alberta,Museum,1,2012,"2,048.60",,"3,474.60","3,352.60",1.7,1.64,"4,443.50","4,303.30",2.17,2.1,313.7,153.1,127.9,62.4,"273,176.50","2,491.20",,,,,2019,2019-10536957
10536969,Fire Station #33,3800 69 ST SW,Calgary,T3H 3E4,Alberta,Fire Station,1,2009,"1,907.70",,"1,856.40","1,730.90",0.97,0.91,"2,356.20","2,225.80",1.24,1.17,165,86.5,69.3,36.3,"140,703.10","1,349.90",,,,,2019,2019-10536969
10543320,Fire Station #39,4199 114 AV SE,Calgary,T2Z 0H3,Alberta,Fire Station,1,2012,"1,842.20",,"1,990.40","1,938.80",1.08,1.05,"2,679.20","2,627.10",1.45,1.43,199.1,108.1,66.1,35.9,"195,589.50","1,286.30",,,,,2019,2019-10543320
10544403,Fire Station #40,12920 Symons Valley Rd NW,Calgary,T3P 0A3,Alberta,Fire Station,1,2013,"1,487.60",,"1,968.30","1,926.10",1.32,1.29,"2,547.30","2,504.70",1.71,1.68,182.1,122.4,70.8,47.6,"163,566.40","1,379.40",,,,,2019,2019-10544403
21988595,Apparatus Repair Shop and Spare Apparatus Shop,1725 18 AV NE,Calgary,T2N 2H8,Alberta,"Repair Services (Vehicle, Shoe, Locksmith, etc.)",2,2011,"6,632",,"7,377.70","7,161.30",1.11,1.08,"9,486.20","9,267.70",1.43,1.4,673.4,101.5,268.9,40.5,"594,979.80","5,235.80",,,,,2019,2019-21988595
21988596,Calgary Soccer Centre and Annex,7000 48 ST SE,Calgary,T2C 4E1,Alberta,Indoor Arena,2,1990,"16,258",,"22,664","21,997.90",1.39,1.35,"27,343.20","26,670.50",1.68,1.64,"1,808.50",111.2,923.1,56.8,"1,301,988.50","17,977",,,,,2019,2019-21988596
21988597,"Manchester Building E - North and South Tower, Annex",2808 SPILLER RD SE,Calgary,T2G 4H3,Alberta,Office,3,1956,"6,987.70",,"25,883.20","25,382.30",3.7,3.63,"37,387.30","36,881.40",5.35,5.28,"2,957.20",423.2,721.3,103.2,"3,288,214","14,046.20",,,,,2019,2019-21988597
21988599,McHugh House,102 17 AV SW,Calgary,T2S 0A1,Alberta,Other - Public Services,1,1896,269.9,,238.4,230.3,0.88,0.85,285,276.8,1.06,1.03,18.6,69.1,9.9,36.5,"12,928.30",191.9,,,,,2019,2019-21988599
21988600,Fire Station #41,3790 SETON DR SE,Calgary,T3M 0M2,Alberta,Fire Station,1,2014,"2,129",,"3,660.50","3,573.90",1.72,1.68,"4,542.70","4,453.70",2.13,2.09,310.4,145.8,142.3,66.8,"247,276","2,770.30",,,,,2019,2019-21988600
21988601,Sarcee Salt Storage Building,102 Westhills Way SW,Calgary,T3H 3M4,Alberta,Other,1,1962,"4,257.90",,294.1,283,0.07,0.07,576.4,554.7,0.14,0.13,55.6,13,0,0,"81,691.80",,,,,,2019,2019-21988601
21988602,Wildflower Arts Centre,3363 SPRUCE DR SW,Calgary,T3C 3A3,Alberta,Performing Arts,1,1900,"1,160.90",,"1,761.20","1,706.70",1.52,1.47,"2,315.10","2,260",1.99,1.95,168.1,144.8,61.5,52.9,"156,789.70","1,196.80",,,,,2019,2019-21988602
21988603,Animal Services Centre,2201 PORTLAND ST SE,Calgary,T2G 4M7,Alberta,Office,1,2000,"2,142.60",1,"8,029.80","7,839.40",3.75,3.66,"9,830","9,635.10",4.59,4.5,661.3,308.7,319.4,149.1,"502,922.90","6,219.40",,,,,2019,2019-21988603
21988605,Fire Station #35,11280 VALLEY RIDGE BV NW,Calgary,T3B 5Y6,Alberta,Fire Station,1,2009,"1,669.50",,"2,587.30","2,491",1.55,1.49,"3,133.50","3,036.20",1.88,1.82,208.2,124.7,104.7,62.7,"152,134.80","2,039.70",,,,,2019,2019-21988605
21988606,Sir Winston Churchill Aquatic and Recreation Centre,1520 NORTHMOUNT DR NW,Calgary,T2L 0G6,Alberta,Fitness Center/Health Club/Gym,1,1976,"1,588.40",,"13,388","13,279",8.43,8.36,"16,081.10","15,971",10.13,10.06,"1,058",666.2,549.1,345.8,"748,331.60","10,694.10",,,,,2019,2019-21988606
21988608,North Area Office,905 30 AV NW,Calgary,T2K 0A2,Alberta,Office,1,1976,525.4,66,465.6,449.5,0.89,0.86,660,639.3,1.26,1.22,51.4,97.8,13.6,26,"55,499.80",265.8,,,,,2019,2019-21988608
21988609,Historic Holy Angels School,2105 CLIFF ST SW,Calgary,T2S 2G4,Alberta,Office,1,1919,"1,388.30",3,"3,597.10","3,474.60",2.59,2.5,"4,005.30","3,881.50",2.88,2.8,238.6,171.9,164.6,118.6,"108,831.40","3,205.30",,,,,2019,2019-21988609
21988611,Lakeview Clubhouse,5840 19 ST SW,Calgary,T3E 3H3,Alberta,Other - Recreation,1,1965,113.1,,174.6,171.6,1.54,1.52,342.2,336.4,3.03,2.98,33,291.7,0,0,"48,495.10",,,,,,2019,2019-21988611
21988613,EMS #5,4824 4 ST NW,Calgary,T2K 6K8,Alberta,Fire Station,1,1994,378.5,,353.8,340.2,0.94,0.9,429,414.7,1.14,1.1,28.5,75.5,14.3,37.8,"20,969.80",278.3,,,,,2019,2019-21988613
21988614,EMS #15,5010 BOWNESS RD NW,Calgary,T3B 0B9,Alberta,Other - Public Services,1,1975,419.6,,647.5,626,1.54,1.49,786,764.4,1.87,1.82,52.4,124.8,26.1,62.2,"38,630.50",508.4,,,,,2019,2019-21988614
21988616,Parks Administration Office,1011 52 ST SE,Calgary,T2A 4M6,Alberta,Office,1,1976,352.7,19,533.9,515.3,1.51,1.46,748.8,725.9,2.12,2.06,57.8,163.8,16.1,45.6,"61,291.90",313.2,,,,,2019,2019-21988616
21988617,Southland Leisure Centre,2000 SOUTHLAND DR SW,Calgary,T2V 4S4,Alberta,Fitness Center/Health Club/Gym,1,1982,"14,418.80",,"57,418.50","56,488.70",3.98,3.92,"72,877.40","71,938.30",5.05,4.99,"5,076",352,"2,115.30",146.7,"4,354,053.50","41,194.20",,,,,2019,2019-21988617
21988618,Fire Station #30,6 MCKENZIE TOWNE GA SE,Calgary,T2Z 0N2,Alberta,Fire Station,1,1998,"1,317",,"2,409.90","2,339",1.83,1.78,"3,080.70","3,009",2.34,2.28,217.1,164.9,88.5,67.2,"189,100.50","1,724.10",,,,,2019,2019-21988618
21988619,Fire Station #28,7925 EDGEMONT BV NW,Calgary,T3A 4M8,Alberta,Fire Station,1,1987,945.1,,"1,434","1,386.40",1.52,1.47,"1,837.30","1,786.40",1.94,1.89,130,137.5,52.6,55.7,"113,733.50","1,024.60",,,,,2019,2019-21988619
21988620,Village Square Leisure Centre,2623 56 ST NE,Calgary,T1Y 5J1,Alberta,Fitness Center/Health Club/Gym,1,1900,"13,072.60",,"100,146.60","99,054",7.66,7.58,"102,923.50","101,819.90",7.87,7.79,"5,399.50",413,"5,046.50",386,"519,141","98,277.80",,,,,2019,2019-21988620
21988621,EMS #4,16 MONCTON RD NE,Calgary,T2E 5R1,Alberta,Other - Public Services,1,1975,"1,069.80",,"1,399.70","1,341.40",1.31,1.25,"1,667.30","1,604.90",1.56,1.5,108.6,101.5,58.2,54.4,"74,133.90","1,132.90",,,,,2019,2019-21988621
21988622,Fire Station #29,7027 COACH HILL RD SW,Calgary,T3H 3R7,Alberta,Fire Station,1,1988,927.8,,"1,181.60","1,141.80",1.27,1.23,"1,513.40","1,473.20",1.63,1.59,107,115.3,43.4,46.8,"93,572.40",844.8,,,,,2019,2019-21988622
21988623,Corral Operations Depot,5510 23 AV SE,Calgary,T2B 3E2,Alberta,Other - Public Services,1,2001,260.1,,526.1,517.1,2.02,1.99,851.4,842.3,3.27,3.24,73.3,282,9.7,37.4,"93,572.40",189.3,,,,,2019,2019-21988623
21988624,Senior Services,311 34 AV SE,Calgary,T2G 1T7,Alberta,Office,1,1960,767.6,35,"1,156.30","1,118.80",1.51,1.46,"1,316.50","1,278.10",1.72,1.67,80.9,105.4,51.3,66.9,"43,465.30",999.8,,,,,2019,2019-21988624
21988625,Fire Station #25,4705 76 AV SE,Calgary,T2C 2X1,Alberta,Fire Station,1,1982,"1,108.10",,"1,379.70","1,336",1.25,1.21,"1,861.90","1,812.10",1.68,1.64,138.7,125.1,45.5,41.1,"136,952",886.7,,,,,2019,2019-21988625
21988627,EMS #6,1940 WESTMOUNT BV NW,Calgary,T2N 3G8,Alberta,Other - Public Services,1,1964,425.1,,"1,062.50","1,017.20",2.5,2.39,"1,177.70","1,131.90",2.77,2.66,69.7,164,48.9,115.1,"30,576.70",952.5,,,,,2019,2019-21988627
21988628,Fire Station #24,2607 106 AV SW,Calgary,T2W 4H7,Alberta,Fire Station,1,1978,"1,108.10",,"1,179.90","1,136.70",1.06,1.03,"1,560.90","1,514.80",1.41,1.37,113.8,102.7,40.4,36.4,"107,976.40",786,,,,,2019,2019-21988628
21988629,Fire Station #36,10071 HIDDEN VALLEY DR NW,Calgary,T3A 5G1,Alberta,Fire Station,1,1988,204.4,,382.4,369.9,1.87,1.81,475,461.8,2.32,2.26,32.5,159,14.8,72.6,"25,980.90",288.8,,,,,2019,2019-21988629
6169481,Ad Valorem,2924 11 ST NE,Calgary,T2E 7L7,Alberta,Office,1,1981,"7,770",26,"10,437.60","10,677.80",1.34,1.37,"14,296","14,470.40",1.84,1.86,"1,079.50",138.9,333.1,42.9,"1,097,718.40","6,486",,,,,2020,2020-6169481
6305956,Alberta Trade Centre,315 10 AV SE,Calgary,T2G 0W2,Alberta,Office,1,1974,"6,681",76,"4,580.40","4,694.80",0.69,0.7,"7,274.40","7,426.30",1.09,1.11,581.7,87.1,0.7,0.1,"523,241",13.2,"2,683.60",,,,2020,2020-6305956
6506773,Water Centre,625 25 Ave SE,Calgary,T2G 4K8,Alberta,Office,1,2008,"14,548",78,"12,379.30","12,441.30",0.85,0.86,"17,336.30","17,340.90",1.19,1.19,"1,335.40",91.8,374.4,25.7,"1,413,254.90","7,291.80",,,,,2020,2020-6506773
6731628,Fire Headquarters,4144 11 ST SE,Calgary,T2G 3H2,Alberta,Office,1,2017,"5,223",87,"3,381","3,456.70",0.65,0.66,"4,834.10","4,910.70",0.93,0.94,375.7,71.9,93.3,17.9,"415,235.90","1,817.20",,19166.4,,,2020,2020-6731628
6867796,Georgina Thompson Building,772 Northmount Dr NW,Calgary,T2L 0A2,Alberta,Office,1,1990,540,62,500.6,515,0.93,0.95,646.3,660.8,1.2,1.22,46.1,85.3,18.1,33.5,"41,144.10",352.5,,,,,2020,2020-6867796
8854296,Andrew Davison,133 6 AV SE,Calgary,T2G 0G2,Alberta,Office,1,1979,"17,468",85,"12,338.10","12,706.50",0.71,0.73,"18,590.30","19,073.60",1.06,1.09,"1,413.20",80.9,35.8,2,"1,059,904.30",697.3,"7,825.30",,,,2020,2020-8854296
8854297,Calgary Public Building,205 8 AV SE,Calgary,T2G 0K7,Alberta,Office,1,1931,"15,195",,"7,981.70","8,096.80",0.53,0.53,"10,780.50","10,887.70",0.71,0.72,803.5,52.9,262.9,17.3,"795,054.10","5,119.70",,,,,2020,2020-8854297
8854298,Municipal Complex,"800 Macleod Trail SE, Calgary, AB T2P 2M5",Calgary,T2P 2M5,Alberta,Office,1,1982,"85,941",54,"79,711.50","81,775.90",0.93,0.95,"125,942.70","128,676.90",1.47,1.5,"10,034.20",116.8,60.8,0.7,"8,953,215.60","1,183.40","46,297.90",,,,2020,2020-8854298
8854299,Dartmouth Place,480 36 AV SE,Calgary,T2G 1W5,Alberta,Office,1,1978,"3,664.90",81,"2,968.50","3,044.90",0.81,0.83,"3,967.50","4,018.30",1.08,1.1,292.8,79.9,100,27.3,"283,458.70","1,948.10",,,,,2020,2020-8854299
9265818,Max Bell and Ken Bracko Arenas,1001 BARLOW TR SE,Calgary,T2E 6S2,Alberta,Ice/Curling Rink,1,1990,"12,856",41,"22,358","22,886.20",1.74,1.78,"30,398.50","30,932",2.36,2.41,"2,279.90",177.3,725.6,56.4,"2,285,741","14,129.70",,,,,2020,2020-9265818
9469974,Fire Station #1,450 1 ST SE,Calgary,T2G 5E3,Alberta,Fire Station,1,1973,"1,637.50",,"1,877.50","1,918.40",1.15,1.17,"2,479.30","2,520.60",1.51,1.54,180.8,110.4,64.9,39.6,"170,465.30","1,263.90",,,,,2020,2020-9469974
9474562,Thornhill Aquatic & Recreation Centre,6715 Centre St NW,Calgary,T2K4Y5,Alberta,Ice/Curling Rink,1,1971,"4,189.80",,"11,599","11,923.30",2.77,2.85,"14,295.40","14,667.50",3.41,3.5,969.2,231.3,456.1,108.9,"754,537.40","8,882.80",,,,,2020,2020-9474562
9475593,Ernie Star Arena,4808 14 Av SE,Calgary,T2A 0K9,Alberta,Ice/Curling Rink,1,1970,"3,884",51,"4,455.90","4,629.90",1.15,1.19,"5,807.70","6,033.30",1.5,1.55,418.1,107.6,158.2,40.7,"382,236.30","3,079.90",,,,,2020,2020-9475593
